DATAFLOW,LAST UPDATE,freq,unit,s_adj,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,LU,2020-Q3,103.263,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,LU,2020-Q4,104.494,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,LU,2021-Q1,100.977,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,LU,2021-Q2,104.735,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,LU,2021-Q3,104.680,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,LU,2021-Q4,108.037,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,LV,2019-Q3,140.846,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,LV,2019-Q4,141.875,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,LV,2020-Q1,131.518,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,LV,2020-Q2,122.120,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,LV,2020-Q3,137.429,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,LV,2020-Q4,137.632,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,LV,2021-Q1,123.813,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,LV,2021-Q2,139.394,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,LV,2021-Q3,148.991,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,LV,2021-Q4,146.696,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,MT,2019-Q3,119.585,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,MT,2019-Q4,116.562,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,MT,2020-Q1,108.374,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,MT,2020-Q2,101.514,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,MT,2020-Q3,113.890,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,MT,2020-Q4,116.749,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,MT,2021-Q1,111.419,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,MT,2021-Q2,110.575,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,MT,2021-Q3,120.080,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,MT,2021-Q4,121.456,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,NL,2019-Q3,101.816,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,NL,2019-Q4,102.931,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,NL,2020-Q1,98.059,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,NL,2020-Q2,93.637,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,NL,2020-Q3,99.245,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,NL,2020-Q4,98.919,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,NL,2021-Q1,93.720,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,NL,2021-Q2,102.537,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,NL,2021-Q3,103.646,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,NL,2021-Q4,104.684,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,NO,2019-Q3,108.545,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,NO,2019-Q4,112.155,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,NO,2020-Q1,104.389,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,NO,2020-Q2,99.389,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,NO,2020-Q3,104.572,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,NO,2020-Q4,109.953,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,NO,2021-Q1,101.897,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,NO,2021-Q2,106.595,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,NO,2021-Q3,110.141,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,NO,2021-Q4,116.414,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,PL,2019-Q3,129.951,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,PL,2019-Q4,132.865,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,PL,2020-Q1,129.454,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,PL,2020-Q2,116.459,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,PL,2020-Q3,131.451,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,PL,2020-Q4,133.264,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,PL,2021-Q1,130.017,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,PL,2021-Q2,129.229,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,PL,2021-Q3,137.243,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,PL,2021-Q4,141.040,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,PT,2019-Q3,102.334,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,PT,2019-Q4,110.809,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,PT,2020-Q1,101.157,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,PT,2020-Q2,89.323,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,PT,2020-Q3,101.365,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,PT,2020-Q4,105.472,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,PT,2021-Q1,95.039,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,PT,2021-Q2,104.011,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,PT,2021-Q3,104.786,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,PT,2021-Q4,111.347,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,RO,2019-Q3,172.918,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,RO,2019-Q4,169.780,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,RO,2020-Q1,146.540,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,RO,2020-Q2,130.743,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,RO,2020-Q3,166.724,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,RO,2020-Q4,162.192,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,RO,2021-Q1,148.397,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,RO,2021-Q2,146.019,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,RO,2021-Q3,181.042,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,RO,2021-Q4,178.947,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,RS,2019-Q3,115.874,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,RS,2019-Q4,119.680,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,RS,2020-Q1,108.570,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,RS,2020-Q2,108.555,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,RS,2020-Q3,114.998,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,RS,2020-Q4,118.874,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,RS,2021-Q1,107.861,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,RS,2021-Q2,123.358,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,RS,2021-Q3,125.173,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,RS,2021-Q4,128.024,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SE,2019-Q3,100.742,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SE,2019-Q4,113.008,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SE,2020-Q1,103.882,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SE,2020-Q2,101.002,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SE,2020-Q3,96.805,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SE,2020-Q4,109.275,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SE,2021-Q1,102.933,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SE,2021-Q2,108.283,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SE,2021-Q3,101.451,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SE,2021-Q4,114.818,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SI,2019-Q3,109.458,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SI,2019-Q4,114.684,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SI,2020-Q1,102.671,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SI,2020-Q2,98.370,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SI,2020-Q3,111.217,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SI,2020-Q4,105.334,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SI,2021-Q1,101.874,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SI,2021-Q2,111.518,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SI,2021-Q3,117.802,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SI,2021-Q4,124.592,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SK,2019-Q3,116.226,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SK,2019-Q4,124.830,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SK,2020-Q1,111.313,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SK,2020-Q2,110.721,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SK,2020-Q3,117.117,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SK,2020-Q4,123.879,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SK,2021-Q1,106.271,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SK,2021-Q2,117.322,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SK,2021-Q3,119.172,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,SK,2021-Q4,127.462,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,UK,2019-Q3,110.272,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,UK,2019-Q4,112.100,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,UK,2020-Q1,103.945,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,UK,2020-Q2,81.950,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P3,UK,2020-Q3,97.703,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,AT,2019-Q3,105.453,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,AT,2019-Q4,104.699,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,AT,2020-Q1,103.890,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,AT,2020-Q2,97.649,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,AT,2020-Q3,101.784,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,AT,2020-Q4,106.153,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,AT,2021-Q1,106.877,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,AT,2021-Q2,109.231,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,AT,2021-Q3,112.451,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,AT,2021-Q4,115.647,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,BE,2019-Q3,99.483,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,BE,2019-Q4,110.624,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,BE,2020-Q1,105.789,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,BE,2020-Q2,100.217,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,BE,2020-Q3,99.357,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,BE,2020-Q4,107.986,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,BE,2021-Q1,102.800,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,BE,2021-Q2,102.915,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,BE,2021-Q3,108.700,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,BE,2021-Q4,116.054,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,BG,2019-Q3,113.779,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,BG,2019-Q4,145.179,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,BG,2020-Q1,125.478,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,BG,2020-Q2,135.513,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,BG,2020-Q3,125.448,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,BG,2020-Q4,163.455,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,BG,2021-Q1,130.024,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,BG,2021-Q2,138.540,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,BG,2021-Q3,134.864,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,BG,2021-Q4,173.899,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,CY,2019-Q3,116.700,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,CY,2019-Q4,147.748,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,CY,2020-Q1,115.789,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,CY,2020-Q2,128.281,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,CY,2020-Q3,137.907,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,CY,2020-Q4,185.908,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,CY,2021-Q1,136.358,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,CY,2021-Q2,146.188,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,CY,2021-Q3,141.439,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,CY,2021-Q4,181.621,p
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,CZ,2019-Q3,111.817,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,CZ,2019-Q4,120.627,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,CZ,2020-Q1,116.469,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,CZ,2020-Q2,115.755,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,CZ,2020-Q3,114.215,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,CZ,2020-Q4,128.647,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,CZ,2021-Q1,110.215,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,CZ,2021-Q2,112.689,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,CZ,2021-Q3,120.046,
ESTAT:NAMQ_10_PC$DEFAULTVIEW(1.0),22/04/22 23:00:00,Q,CLV_I10_HAB,NSA,P31_S13,CZ,2021-Q4,129.348,
