DATAFLOW,LAST UPDATE,freq,unit,s_adj,indic,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EA19:Euro area - 19 countries  (from 2015),2021-01,8.6,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EA19:Euro area - 19 countries  (from 2015),2021-02,8.6,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EA19:Euro area - 19 countries  (from 2015),2021-03,8.3,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EA19:Euro area - 19 countries  (from 2015),2021-04,8.2,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EA19:Euro area - 19 countries  (from 2015),2021-05,7.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EA19:Euro area - 19 countries  (from 2015),2021-06,7.6,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EA19:Euro area - 19 countries  (from 2015),2021-07,7.5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EA19:Euro area - 19 countries  (from 2015),2021-08,7.5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EA19:Euro area - 19 countries  (from 2015),2021-09,7.3,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EA19:Euro area - 19 countries  (from 2015),2021-10,7.3,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EA19:Euro area - 19 countries  (from 2015),2021-11,7,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EA19:Euro area - 19 countries  (from 2015),2021-12,6.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EA19:Euro area - 19 countries  (from 2015),2022-01,7.2,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EA19:Euro area - 19 countries  (from 2015),2022-02,6.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2018-01,6.8,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2018-02,6.7,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2018-03,6,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2018-04,5.2,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2018-05,5.1,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2018-06,5.1,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2018-07,5.2,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2018-08,5.2,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2018-09,5.5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2018-10,5.1,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2018-11,4.5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2018-12,4.3,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2019-01,4.4,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2019-02,4.7,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2019-03,4.7,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2019-04,5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2019-05,5.1,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2019-06,4.7,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2019-07,4.2,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2019-08,4,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2019-09,4.3,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2019-10,4.1,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2019-11,4.1,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2019-12,4.5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2020-01,5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2020-02,5.1,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2020-03,5.4,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2020-04,6.3,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2020-05,7.2,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2020-06,8,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2020-07,7.6,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2020-08,7.6,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2020-09,7.8,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2020-10,7.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2020-11,7.6,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2020-12,7.1,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2021-01,7.4,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2021-02,7.1,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2021-03,6.7,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2021-04,6.5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2021-05,6.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2021-06,6.7,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2021-07,6.3,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2021-08,5.7,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2021-09,5.5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2021-10,5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2021-11,5.2,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2021-12,5.5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2022-01,5.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EE:Estonia,2022-02,6,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2018-01,20.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2018-02,22.1,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2018-03,20.6,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2018-04,19.8,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2018-05,19.2,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2018-06,18,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2018-07,18.5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2018-08,18.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2018-09,17.6,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2018-10,18.3,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2018-11,19.5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2018-12,18.3,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2019-01,19.7,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2019-02,19.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2019-03,18.1,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2019-04,18.1,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2019-05,16.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2019-06,15.8,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2019-07,16.7,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2019-08,16.5,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2019-09,15.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2019-10,16.3,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2019-11,17.3,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2019-12,16.8,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2020-01,17,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2020-02,16.8,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2020-03,16.3,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2020-04,15.8,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2020-05,16.9,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2020-06,17.3,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2020-07,15.6,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2020-08,16.8,,
ESTAT:EI_LMHR_M(1.0),21/04/2022 23:00,M:Monthly,PC_ACT:Percentage of population in the labour force,NSA:Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT:Unemployment according to ILO definition - Total,EL:Greece,2020-09,16.1,,
